Etoile
1.0
5.0
1.0
1.0
1.0
1.0
3.888888888888889
1.0
5.0
4.0
5.0
1.0
2.5
1.75
1.3333333333333333
3.5
3.0
3.25
1.0
1.0
1.0
1.0
1.0
1.0
3.0
3.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
5.0
5.0
3.0
1.0
3.0
1.0
5.0
3.0
2.5
3.0
3.0
2.0
2.3333333333333335
1.0
1.0
4.0
5.0
1.0
1.0
2.0
1.0
4.25
3.0
4.75
2.0
2.857142857142857
5.0
3.0
1.0
1.0
2.0
1.0
1.25
3.0
5.0
1.0
1.0
3.6666666666666665
3.0
3.0
3.0
3.0
5.0
2.0
1.0
1.0
1.0
4.0
1.0
1.0
1.0
3.0
3.0
3.6666666666666665
1.0
1.0
5.0
2.0
1.0
5.0
3.0
1.0
2.5
2.3333333333333335
2.5
2.0
1.0
4.0
5.0
2.0
1.75
2.0
1.0
2.5
1.0
2.5
1.0
1.0
5.0
5.0
1.0
1.0
4.0
5.0
1.0
1.0
1.0
3.5
2.6
4.5
2.0
2.3333333333333335
1.0
2.0
3.0
3.0
5.0
1.0
5.0
5.0
1.0
3.0
5.0
1.0
1.0
1.0
3.0
1.0
4.0
1.0
5.0
1.0
2.3333333333333335
3.4
1.0
5.0
1.0
1.0
2.0
1.0
1.0
2.0
1.4
2.2222222222222223
2.8
1.5714285714285714
2.7735849056603774
2.6666666666666665
2.7580645161290325
1.4666666666666666
2.4285714285714284
2.2758620689655173
2.533333333333333
2.5522388059701493
2.2857142857142856
3.5
1.8
2.7777777777777777
3.375
3.1666666666666665
3.125
1.0
2.3333333333333335
1.0
2.6
5.0
2.75
1.0
3.3333333333333335
5.0
1.0
3.6666666666666665
1.0
1.0
4.0
1.0
1.0
1.0
1.0
1.0
1.0
3.0
1.5
3.0
2.0
1.0
1.0
3.0
5.0
1.0
1.0
3.0
2.3333333333333335
1.0
3.3333333333333335
2.0
5.0
1.0
1.0
2.5714285714285716
2.6
3.0
1.0
1.0
2.3333333333333335
1.0
1.0
1.0
5.0
3.0
5.0
1.0
1.0
3.25
2.0
5.0
1.0
1.0
1.0
1.0
2.75
4.0
3.6666666666666665
5.0
1.8
4.5
1.0
5.0
1.0
1.5
1.0
3.2
3.0
2.0
4.0
1.6666666666666667
1.0
1.0
1.0
3.25
3.0
1.0
5.0
1.0
5.0
1.0
1.0
4.5
5.0
3.4
5.0
1.0
1.0
5.0
1.0
5.0
5.0
2.0
2.5
5.0
4.0
1.0
3.0
2.6666666666666665
1.0
1.0
2.6666666666666665
1.8571428571428572
5.0
1.0
2.0
1.0
2.0
1.0
3.75
5.0
1.0
1.0
1.0
1.0
5.0
1.0
2.0
2.4
3.6666666666666665
1.0
2.5
1.0
1.8333333333333333
3.0
1.0
1.0
2.5
2.0
1.0
2.0
1.0
3.5
3.25
2.6666666666666665
3.0
4.0
1.0
5.0
5.0
1.0
5.0
3.5
1.0
1.0
5.0
2.0
2.3333333333333335
1.0
5.0
1.0
1.0
2.6
3.0
2.4285714285714284
2.3333333333333335
1.0
5.0
4.0
5.0
3.7142857142857144
1.0
4.0
3.0
1.8333333333333333
1.0
5.0
1.0
3.25
2.0
1.0
1.0
4.6
1.0
1.0
1.0
1.0
5.0
1.0
1.0
1.0
1.0
1.0
2.0
2.3333333333333335
5.0
2.0
1.0
1.0
5.0
1.0
1.0
4.0
2.8333333333333335
3.3333333333333335
2.3333333333333335
3.0
3.0
2.0
1.0
1.0
1.0
1.0
1.0
1.0
2.25
1.6666666666666667
1.0
1.6
2.3333333333333335
1.0
1.0
1.0
1.0
5.0
1.0
1.0
5.0
1.0
3.0
2.0
3.0
1.0
5.0
5.0
3.0
1.0
5.0
3.0
1.0
1.3333333333333333
3.0
3.0
5.0
1.0
5.0
1.25
5.0
4.0
3.0
4.0
2.0
3.0
4.0
1.8
3.0
1.0
1.0
1.6666666666666667
3.0
1.0
2.75
1.0
1.0
5.0
1.0
